0 0 2.22803903e-77
1 0 7.80856708e-76
2 0 2.55359009e-74
3 0 7.79367458e-73
4 0 2.22037774e-71
5 0 5.90594778e-70
6 0 1.46695745e-68
7 0 3.40329900e-67
8 0 7.37614382e-66
9 0 1.49382555e-64
10 0 2.82754017e-63
11 0 5.00329217e-62
12 0 8.27834631e-61
13 0 1.28108259e-59
14 0 1.85466035e-58
15 0 2.51255759e-57
16 0 3.18599786e-56
17 0 3.78241328e-55
18 0 4.20538292e-54
19 0 4.38002906e-53
20 0 4.27472232e-52
21 0 3.91044024e-51
22 0 3.35397878e-50
23 0 2.69801686e-49
24 0 2.03617038e-48
25 0 1.44213751e-47
26 0 9.58876829e-47
27 0 5.98722350e-46
28 0 3.51188119e-45
29 0 1.93576771e-44
30 0 1.00303291e-43
31 0 4.88738952e-43
32 0 2.24022480e-42
33 0 9.66303812e-42
34 0 3.92373012e-41
35 0 1.50039257e-40
36 0 5.40491504e-40
37 0 1.83488767e-39
38 0 5.87253342e-39
39 0 1.77253860e-38
40 0 5.04752627e-38
41 0 1.35653817e-37
42 0 3.44201608e-37
43 0 8.24853443e-37
44 0 1.86757300e-36
45 0 3.99638289e-36
46 0 8.08527223e-36
47 0 1.54705855e-35
48 0 2.80057133e-35
49 0 4.79793001e-35
50 0 7.78151406e-35
51 0 1.19511127e-34
52 0 1.73865297e-34
53 0 2.39661839e-34
54 0 3.13099102e-34
55 0 3.87767434e-34
56 0 4.55376707e-34
57 0 5.07197505e-34
58 0 5.35895661e-34
59 0 5.37233568e-34
60 0 5.11094747e-34
61 0 4.61490909e-34
62 0 3.95556678e-34
63 0 3.21877530e-34
64 0 2.48687264e-34
65 0 1.82445815e-34
66 0 1.27104285e-34
67 0 8.40916252e-35
68 0 5.28352558e-35
69 0 3.15266340e-35
70 0 1.78653017e-35
71 0 9.61413966e-36
72 0 4.91313224e-36
73 0 2.38411654e-36
74 0 1.09845723e-36
75 0 4.80489496e-37
76 0 1.99517583e-37
77 0 7.86356864e-38
78 0 2.94128848e-38
79 0 1.04391939e-38
80 0 3.51506800e-39
81 0 1.12268588e-39
82 0 3.40059978e-40
83 0 9.76642031e-41
84 0 2.65890632e-41
85 0 6.86055175e-42
86 0 1.67725814e-42
87 0 3.88434894e-43
88 0 8.51928368e-44
89 0 1.76905045e-44
90 0 3.47706218e-45
91 0 6.46695623e-46
92 0 1.13783771e-46
93 0 1.89334274e-47
94 0 2.97865622e-48
95 0 4.39600808e-49
96 0 6.10783540e-50
97 0 8.01522598e-51
98 0 9.93141780e-52
99 0 1.16155685e-52
100 0 1.28194561e-53
101 0 1.33464108e-54
